dependency,file
pip._vendor.pygments.lexers._mapping,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
inspect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor.pygments.formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor.pygments.filters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\style.py
unicodedata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
locale,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
locale,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
pip._vendor.pygments.lexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py
pip._vendor.pygments.cmdline,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
pip._vendor.pygments.filter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
pip._vendor.pygments.plugin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py
math,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
ctags,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
PIL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
_winreg,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
winreg,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
pip._vendor.pygments.lexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
pip._vendor.pygments.console,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
gzip,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
bz2,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
pip._vendor.pygments.style,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
pip._vendor.pygments.console,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py
pip._vendor.pygments.formatter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py
pip._vendor.pygments.console,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py
pip._vendor.pygments.style,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
fnmatch,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
pip._vendor.pygments.formatters._mapping,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
pip._vendor.pygments.plugin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py
keyword,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
pip._vendor.pygments.lexer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
pip._vendor.pygments,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
fnmatch,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
pip._vendor.pygments.lexers._mapping,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
pip._vendor.pygments.modeline,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
pip._vendor.pygments.plugin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
pip._vendor.pygments.plugin,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py
pip._vendor.pygments.styles._mapping,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
tempfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
_in_process,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
_impl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
_impl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
traceback,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
glob,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
importlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
importlib.machinery,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
zipfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
importlib.metadata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
importlib.resources,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.poolmanager,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.util.retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
auth,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
cookies,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
models,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
structures,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
pip._vendor.urllib3.contrib.socks,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
models,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
hashlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
threading,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
base64,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
_internal_utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
cookies,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
pip._vendor.certifi,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\certs.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
collections.abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
http,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
http.cookies,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
urllib.parse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
urllib.request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
calendar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
copy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
_internal_utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
threading,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
dummy_threading,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
pip._vendor.urllib3.contrib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
cryptography,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
OpenSSL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
encodings.idna,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
pip._vendor.urllib3.exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
pip._vendor.urllib3.fields,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
pip._vendor.urllib3.filepost,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
pip._vendor.urllib3.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
_internal_utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
auth,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
cookies,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
